NUMBER,OUTTLET_ID,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,PEMBELIAN,STOK,RETUR,PACK DISPLAY,SKU,,,,,,,,,,
74,LP066503074,6,65,3,SPV006,TMC065,879300,276100,41800,77,14,,,,,,,,,,
75,LP066503075,6,65,3,SPV006,TMC065,1372400,257600,57600,94,6,,,,,,,,,,
76,LP066503076,6,65,3,SPV006,TMC065,1147200,157700,43600,58,10,,,,,,,,,,
77,LP066503077,6,65,3,SPV006,TMC065,2857100,214800,65500,81,15,,,,,,,,,,
78,LP066503078,6,65,3,SPV006,TMC065,2284300,176100,87100,89,12,,,,,,,,,,
79,LP066503079,6,65,3,SPV006,TMC065,772600,240800,45000,51,7,,,,,,,,,,
80,LP066503080,6,65,3,SPV006,TMC065,1254700,297500,99500,74,11,,,,,,,,,,
81,LP066503081,6,65,3,SPV006,TMC065,1819900,235300,33400,54,6,,,,,,,,,,
82,LP066503082,6,65,3,SPV006,TMC065,2150700,162800,83500,63,8,,,,,,,,,,
83,LP066503083,6,65,3,SPV006,TMC065,2518900,92900,97400,55,6,,,,,,,,,,
84,LP066503084,6,65,3,SPV006,TMC065,1773700,281200,53000,91,11,,,,,,,,,,
85,LP066503085,6,65,3,SPV006,TMC065,2995200,205400,52500,61,12,,,,,,,,,,
86,LP066503086,6,65,3,SPV006,TMC065,1374200,209400,60900,75,9,,,,,,,,,,
87,LP066503087,6,65,3,SPV006,TMC065,2882400,223000,70000,86,13,,,,,,,,,,
88,LP066503088,6,65,3,SPV006,TMC065,2429700,191400,67900,84,6,,,,,,,,,,
89,LP066503089,6,65,3,SPV006,TMC065,2058100,251400,75600,41,11,,,,,,,,,,
90,LP066503090,6,65,3,SPV006,TMC065,2835800,91300,45400,38,15,,,,,,,,,,
91,LP066503091,6,65,3,SPV006,TMC065,2929300,108700,65500,34,15,,,,,,,,,,
92,LP066503092,6,65,3,SPV006,TMC065,1741900,298100,67100,90,6,,,,,,,,,,
93,LP066503093,6,65,3,SPV006,TMC065,1079300,101200,81000,64,8,,,,,,,,,,
94,LP066503094,6,65,3,SPV006,TMC065,848000,167700,92700,81,5,,,,,,,,,,
95,LP066503095,6,65,3,SPV006,TMC065,2892600,275700,75900,98,14,,,,,,,,,,
96,LP066503096,6,65,3,SPV006,TMC065,1361500,141200,88700,29,11,,,,,,,,,,
97,LP066503097,6,65,3,SPV006,TMC065,1927100,245700,63400,80,12,,,,,,,,,,
98,LP066503098,6,65,3,SPV006,TMC065,1335300,299800,91700,38,15,,,,,,,,,,
99,LP066503099,6,65,3,SPV006,TMC065,2357600,235500,93200,56,8,,,,,,,,,,
100,LP066503100,6,65,3,SPV006,TMC065,1095700,84800,98700,78,9,,,,,,,,,,
101,LP066503101,6,65,3,SPV006,TMC065,2767900,282700,93500,69,10,,,,,,,,,,
102,LP066503102,6,65,3,SPV006,TMC065,1823700,265400,30000,25,3,,,,,,,,,,
103,LP066503103,6,65,3,SPV006,TMC065,2478900,244000,88200,100,10,,,,,,,,,,
104,LP066503104,6,65,3,SPV006,TMC065,2055400,115200,55200,78,15,,,,,,,,,,
105,LP066504105,6,65,4,SPV006,TMC065,1735000,140800,54900,72,11,,,,,,,,,,
106,LP066504106,6,65,4,SPV006,TMC065,1020000,180300,83000,89,9,,,,,,,,,,
107,LP066504107,6,65,4,SPV006,TMC065,2211000,100800,100600,86,15,,,,,,,,,,
108,LP066504108,6,65,4,SPV006,TMC065,2502500,81300,50200,89,13,,,,,,,,,,
109,LP066504109,6,65,4,SPV006,TMC065,1116400,151100,85100,48,10,,,,,,,,,,
110,LP066504110,6,65,4,SPV006,TMC065,1347900,259900,99000,48,14,,,,,,,,,,
111,LP066504111,6,65,4,SPV006,TMC065,2414300,275000,48300,30,9,,,,,,,,,,
112,LP066504112,6,65,4,SPV006,TMC065,2082400,235700,96000,94,12,,,,,,,,,,
113,LP066504113,6,65,4,SPV006,TMC065,903800,87900,29400,94,7,,,,,,,,,,
114,LP066504114,6,65,4,SPV006,TMC065,1225600,282300,35500,64,3,,,,,,,,,,
115,LP066504115,6,65,4,SPV006,TMC065,2824800,165900,34800,91,4,,,,,,,,,,
116,LP066504116,6,65,4,SPV006,TMC065,1719600,282700,66700,97,6,,,,,,,,,,
117,LP066504117,6,65,4,SPV006,TMC065,3005700,97500,86800,98,10,,,,,,,,,,
118,LP066504118,6,65,4,SPV006,TMC065,2161200,249900,29900,68,5,,,,,,,,,,
119,LP066504119,6,65,4,SPV006,TMC065,2109400,229500,70200,33,8,,,,,,,,,,
120,LP066504120,6,65,4,SPV006,TMC065,2609300,150300,86200,98,6,,,,,,,,,,
121,LP066504121,6,65,4,SPV006,TMC065,1032700,194000,32100,68,11,,,,,,,,,,
122,LP066504122,6,65,4,SPV006,TMC065,2352200,152800,54300,61,4,,,,,,,,,,
123,LP066504123,6,65,4,SPV006,TMC065,2271400,167400,93800,64,13,,,,,,,,,,
124,LP066504124,6,65,4,SPV006,TMC065,2524000,236400,83200,41,10,,,,,,,,,,
125,LP066504125,6,65,4,SPV006,TMC065,1914100,216300,38800,75,6,,,,,,,,,,
126,LP066504126,6,65,4,SPV006,TMC065,1637000,104600,76500,40,10,,,,,,,,,,
127,LP066504127,6,65,4,SPV006,TMC065,1131300,293800,82900,77,14,,,,,,,,,,
128,LP066504128,6,65,4,SPV006,TMC065,872200,202300,46100,30,13,,,,,,,,,,
129,LP066504129,6,65,4,SPV006,TMC065,3003600,277200,50700,66,6,,,,,,,,,,
130,LP066504130,6,65,4,SPV006,TMC065,2029400,173300,92700,81,5,,,,,,,,,,
131,LP066504131,6,65,4,SPV006,TMC065,2648000,218400,90200,100,7,,,,,,,,,,
132,LP066504132,6,65,4,SPV006,TMC065,2001300,142000,51100,93,5,,,,,,,,,,
133,LP066504133,6,65,4,SPV006,TMC065,792700,235000,97200,27,6,,,,,,,,,,
134,LP066504134,6,65,4,SPV006,TMC065,2770900,237900,72900,63,3,,,,,,,,,,
135,LP066504135,6,65,4,SPV006,TMC065,2443700,112900,93300,96,12,,,,,,,,,,
136,LP066504136,6,65,4,SPV006,TMC065,1531400,186800,85300,94,5,,,,,,,,,,
137,LP066504137,6,65,4,SPV006,TMC065,1669500,289800,88100,69,8,,,,,,,,,,
138,LP066504138,6,65,4,SPV006,TMC065,2342700,303200,72400,81,9,,,,,,,,,,
139,LP066504139,6,65,4,SPV006,TMC065,2089300,207100,52300,67,13,,,,,,,,,,
140,LP066505140,6,65,5,SPV006,TMC065,2441000,182500,88000,100,5,,,,,,,,,,
141,LP066505141,6,65,5,SPV006,TMC065,1141400,105800,30800,65,5,,,,,,,,,,
142,LP066505142,6,65,5,SPV006,TMC065,1395700,197200,41800,71,12,,,,,,,,,,
143,LP066505143,6,65,5,SPV006,TMC065,1763600,216700,68500,53,13,,,,,,,,,,
144,LP066505144,6,65,5,SPV006,TMC065,2979100,123800,50700,57,7,,,,,,,,,,
145,LP066505145,6,65,5,SPV006,TMC065,3019900,244700,75800,97,9,,,,,,,,,,
146,LP066505146,6,65,5,SPV006,TMC065,1746900,195500,33900,94,11,,,,,,,,,,
147,LP066505147,6,65,5,SPV006,TMC065,2229700,197300,91000,74,8,,,,,,,,,,
148,LP066505148,6,65,5,SPV006,TMC065,2739300,222500,73600,91,8,,,,,,,,,,
149,LP066505149,6,65,5,SPV006,TMC065,929800,178000,54000,42,15,,,,,,,,,,
150,LP066505150,6,65,5,SPV006,TMC065,1627300,266200,74500,30,9,,,,,,,,,,
151,LP066505151,6,65,5,SPV006,TMC065,2156500,281400,71200,95,11,,,,,,,,,,
152,LP066505152,6,65,5,SPV006,TMC065,2358000,203500,76600,62,15,,,,,,,,,,
153,LP066505153,6,65,5,SPV006,TMC065,878600,244900,103500,37,7,,,,,,,,,,
154,LP066505154,6,65,5,SPV006,TMC065,2519700,214600,89600,79,10,,,,,,,,,,
155,LP066505155,6,65,5,SPV006,TMC065,1449700,122900,38800,92,8,,,,,,,,,,
156,LP066505156,6,65,5,SPV006,TMC065,1132700,170600,37500,42,14,,,,,,,,,,
157,LP066505157,6,65,5,SPV006,TMC065,1329000,102200,64900,47,4,,,,,,,,,,
158,LP066505158,6,65,5,SPV006,TMC065,1058000,300400,86600,61,5,,,,,,,,,,
159,LP066505159,6,65,5,SPV006,TMC065,2981100,237200,58500,54,14,,,,,,,,,,
160,LP066505160,6,65,5,SPV006,TMC065,1582400,149600,62400,79,9,,,,,,,,,,
161,LP066505161,6,65,5,SPV006,TMC065,1524700,138700,55800,97,3,,,,,,,,,,
162,LP066505162,6,65,5,SPV006,TMC065,1652100,90600,42200,43,6,,,,,,,,,,
163,LP066505163,6,65,5,SPV006,TMC065,2742700,194000,83800,79,15,,,,,,,,,,
164,LP066505164,6,65,5,SPV006,TMC065,1115800,145700,65100,29,15,,,,,,,,,,
165,LP066505165,6,65,5,SPV006,TMC065,1453200,182100,46900,77,5,,,,,,,,,,
166,LP066505166,6,65,5,SPV006,TMC065,2522100,255500,40600,28,12,,,,,,,,,,
167,LP066505167,6,65,5,SPV006,TMC065,1941700,123000,39600,79,8,,,,,,,,,,
168,LP066505168,6,65,5,SPV006,TMC065,1559000,294800,94800,65,15,,,,,,,,,,
169,LP066505169,6,65,5,SPV006,TMC065,2777700,279900,44800,31,5,,,,,,,,,,
170,LP066505170,6,65,5,SPV006,TMC065,1595400,222600,82400,83,10,,,,,,,,,,
171,LP066505171,6,65,5,SPV006,TMC065,1109000,129700,54300,37,5,,,,,,,,,,
172,LP066505172,6,65,5,SPV006,TMC065,2057800,85300,73200,72,7,,,,,,,,,,
173,LP066505173,6,65,5,SPV006,TMC065,1518500,114400,92900,73,11,,,,,,,,,,
174,LP066505174,6,65,5,SPV006,TMC065,1892800,195700,68200,64,13,,,,,,,,,,
175,LP066506175,6,65,6,SPV006,TMC065,2079400,204300,56400,30,11,,,,,,,,,,
176,LP066506176,6,65,6,SPV006,TMC065,2068700,120500,58900,33,10,,,,,,,,,,
177,LP066506177,6,65,6,SPV006,TMC065,2159300,123100,43000,60,8,,,,,,,,,,
178,LP066506178,6,65,6,SPV006,TMC065,2137600,219100,94400,35,9,,,,,,,,,,
179,LP066506179,6,65,6,SPV006,TMC065,2994900,283000,100700,70,6,,,,,,,,,,
180,LP066506180,6,65,6,SPV006,TMC065,1713200,89100,40000,68,11,,,,,,,,,,
181,LP066506181,6,65,6,SPV006,TMC065,2285300,299100,72200,40,14,,,,,,,,,,
182,LP066506182,6,65,6,SPV006,TMC065,1583300,236900,44900,31,3,,,,,,,,,,
183,LP066506183,6,65,6,SPV006,TMC065,948100,84600,42400,71,7,,,,,,,,,,
184,LP066506184,6,65,6,SPV006,TMC065,1778800,117900,79800,93,13,,,,,,,,,,
185,LP066506185,6,65,6,SPV006,TMC065,1378200,158400,79700,97,13,,,,,,,,,,
186,LP066506186,6,65,6,SPV006,TMC065,2549600,212600,54800,65,11,,,,,,,,,,
187,LP066506187,6,65,6,SPV006,TMC065,2028600,156900,99200,62,14,,,,,,,,,,
188,LP066506188,6,65,6,SPV006,TMC065,918700,86800,33500,85,11,,,,,,,,,,
189,LP066506189,6,65,6,SPV006,TMC065,2146200,150900,94800,70,10,,,,,,,,,,
1,LP066601001,6,66,1,SPV006,TMC066,1559100,207500,44600,75,11,,,,,,,,,,
2,LP066601002,6,66,1,SPV006,TMC066,2005900,129600,41100,76,6,,,,,,,,,,
3,LP066601003,6,66,1,SPV006,TMC066,2137900,158400,70400,50,11,,,,,,,,,,
4,LP066601004,6,66,1,SPV006,TMC066,2333500,239800,57900,92,8,,,,,,,,,,
5,LP066601005,6,66,1,SPV006,TMC066,2370700,111300,76200,57,10,,,,,,,,,,
6,LP066601006,6,66,1,SPV006,TMC066,2465600,189000,43800,69,3,,,,,,,,,,
7,LP066601007,6,66,1,SPV006,TMC066,1244700,272200,87000,70,11,,,,,,,,,,
8,LP066601008,6,66,1,SPV006,TMC066,1367000,236400,67000,46,3,,,,,,,,,,
9,LP066601009,6,66,1,SPV006,TMC066,1339000,79400,43500,89,13,,,,,,,,,,
10,LP066601010,6,66,1,SPV006,TMC066,1147500,232800,46400,86,4,,,,,,,,,,
11,LP066601011,6,66,1,SPV006,TMC066,1078900,249300,60500,79,4,,,,,,,,,,
12,LP066601012,6,66,1,SPV006,TMC066,2343000,247800,85400,92,9,,,,,,,,,,
13,LP066601013,6,66,1,SPV006,TMC066,2122100,171000,98200,33,10,,,,,,,,,,
14,LP066601014,6,66,1,SPV006,TMC066,1146700,113400,80900,35,15,,,,,,,,,,
15,LP066601015,6,66,1,SPV006,TMC066,2993200,163800,61200,74,5,,,,,,,,,,
16,LP066601016,6,66,1,SPV006,TMC066,1714100,132300,45000,69,11,,,,,,,,,,
17,LP066601017,6,66,1,SPV006,TMC066,1956400,86600,74900,82,8,,,,,,,,,,
18,LP066601018,6,66,1,SPV006,TMC066,788800,273100,49600,58,4,,,,,,,,,,
19,LP066601019,6,66,1,SPV006,TMC066,1057700,150700,56100,58,13,,,,,,,,,,
20,LP066601020,6,66,1,SPV006,TMC066,2868300,174200,56600,66,10,,,,,,,,,,
21,LP066601021,6,66,1,SPV006,TMC066,2149300,288000,63500,50,14,,,,,,,,,,
22,LP066601022,6,66,1,SPV006,TMC066,2753600,135100,81400,66,11,,,,,,,,,,
23,LP066601023,6,66,1,SPV006,TMC066,2800600,174600,100800,94,13,,,,,,,,,,
24,LP066601024,6,66,1,SPV006,TMC066,2328000,134900,48500,48,6,,,,,,,,,,
25,LP066601025,6,66,1,SPV006,TMC066,1568200,286400,76000,86,15,,,,,,,,,,
26,LP066601026,6,66,1,SPV006,TMC066,1994400,232500,88600,65,11,,,,,,,,,,
27,LP066601027,6,66,1,SPV006,TMC066,2385600,171500,54900,90,9,,,,,,,,,,
28,LP066601028,6,66,1,SPV006,TMC066,2010400,165000,37600,63,10,,,,,,,,,,
29,LP066601029,6,66,1,SPV006,TMC066,2289300,191800,53500,57,14,,,,,,,,,,
30,LP066601030,6,66,1,SPV006,TMC066,1077500,239700,46800,82,3,,,,,,,,,,
31,LP066601031,6,66,1,SPV006,TMC066,1846300,136100,53700,82,3,,,,,,,,,,
32,LP066601032,6,66,1,SPV006,TMC066,2801600,231800,86500,83,7,,,,,,,,,,
33,LP066601033,6,66,1,SPV006,TMC066,988400,200500,87500,73,6,,,,,,,,,,
34,LP066602034,6,66,2,SPV006,TMC066,910300,265700,44000,30,14,,,,,,,,,,
35,LP066602035,6,66,2,SPV006,TMC066,2454500,278500,34200,45,12,,,,,,,,,,
36,LP066602036,6,66,2,SPV006,TMC066,2279500,290800,104100,66,15,,,,,,,,,,
37,LP066602037,6,66,2,SPV006,TMC066,1169200,110200,88700,51,8,,,,,,,,,,
38,LP066602038,6,66,2,SPV006,TMC066,1682800,167000,73800,75,9,,,,,,,,,,
39,LP066602039,6,66,2,SPV006,TMC066,1668800,132500,37200,45,5,,,,,,,,,,
40,LP066602040,6,66,2,SPV006,TMC066,1747600,200800,100600,71,14,,,,,,,,,,
41,LP066602041,6,66,2,SPV006,TMC066,1664700,257900,88700,98,9,,,,,,,,,,
42,LP066602042,6,66,2,SPV006,TMC066,1406900,240600,72600,59,8,,,,,,,,,,
43,LP066602043,6,66,2,SPV006,TMC066,1638800,118600,42900,60,13,,,,,,,,,,
44,LP066602044,6,66,2,SPV006,TMC066,1675000,286300,68400,45,3,,,,,,,,,,
45,LP066602045,6,66,2,SPV006,TMC066,1046900,116900,107200,40,6,,,,,,,,,,
46,LP066602046,6,66,2,SPV006,TMC066,935000,169700,101000,67,11,,,,,,,,,,
47,LP066602047,6,66,2,SPV006,TMC066,2354700,117900,78600,93,15,,,,,,,,,,
48,LP066602048,6,66,2,SPV006,TMC066,1980400,237700,40200,60,7,,,,,,,,,,
49,LP066602049,6,66,2,SPV006,TMC066,811100,196200,82300,91,8,,,,,,,,,,
50,LP066602050,6,66,2,SPV006,TMC066,911200,186500,64900,99,4,,,,,,,,,,
51,LP066602051,6,66,2,SPV006,TMC066,1635000,190600,42100,80,7,,,,,,,,,,
52,LP066602052,6,66,2,SPV006,TMC066,2859800,125300,69700,37,6,,,,,,,,,,
53,LP066602053,6,66,2,SPV006,TMC066,1380000,102800,100700,26,6,,,,,,,,,,
54,LP066602054,6,66,2,SPV006,TMC066,2528800,188000,78400,28,7,,,,,,,,,,
55,LP066602055,6,66,2,SPV006,TMC066,1158500,113800,36900,74,12,,,,,,,,,,
56,LP066602056,6,66,2,SPV006,TMC066,1139900,195200,77100,33,9,,,,,,,,,,
57,LP066602057,6,66,2,SPV006,TMC066,2667000,191400,44300,99,9,,,,,,,,,,
58,LP066602058,6,66,2,SPV006,TMC066,1823800,288600,76400,55,15,,,,,,,,,,
59,LP066602059,6,66,2,SPV006,TMC066,1739100,131200,85200,62,4,,,,,,,,,,
60,LP066602060,6,66,2,SPV006,TMC066,1682100,91300,40500,90,6,,,,,,,,,,
61,LP066602061,6,66,2,SPV006,TMC066,1323800,228900,63300,56,15,,,,,,,,,,
62,LP066602062,6,66,2,SPV006,TMC066,1719300,167000,41800,55,6,,,,,,,,,,
63,LP066602063,6,66,2,SPV006,TMC066,1844200,184900,79000,25,4,,,,,,,,,,
64,LP066602064,6,66,2,SPV006,TMC066,1046600,270000,42600,74,14,,,,,,,,,,
65,LP066602065,6,66,2,SPV006,TMC066,1019200,166500,54600,58,4,,,,,,,,,,
66,LP066602066,6,66,2,SPV006,TMC066,977600,89000,45300,95,12,,,,,,,,,,
67,LP066602067,6,66,2,SPV006,TMC066,2683300,196200,65500,65,9,,,,,,,,,,
68,LP066602068,6,66,2,SPV006,TMC066,779800,80500,84700,28,8,,,,,,,,,,
69,LP066603069,6,66,3,SPV006,TMC066,960300,243400,49800,70,7,,,,,,,,,,
70,LP066603070,6,66,3,SPV006,TMC066,1445000,238300,72900,88,5,,,,,,,,,,
71,LP066603071,6,66,3,SPV006,TMC066,2350700,96400,70400,96,12,,,,,,,,,,
72,LP066603072,6,66,3,SPV006,TMC066,2227900,249300,32200,87,13,,,,,,,,,,
73,LP066603073,6,66,3,SPV006,TMC066,959200,189000,99800,37,10,,,,,,,,,,
74,LP066603074,6,66,3,SPV006,TMC066,2078000,116100,90300,60,14,,,,,,,,,,
75,LP066603075,6,66,3,SPV006,TMC066,1708000,179800,81500,92,4,,,,,,,,,,
76,LP066603076,6,66,3,SPV006,TMC066,2097300,235900,38400,74,14,,,,,,,,,,
77,LP066603077,6,66,3,SPV006,TMC066,1251900,97700,36900,67,13,,,,,,,,,,
78,LP066603078,6,66,3,SPV006,TMC066,2962100,86800,73800,77,8,,,,,,,,,,
79,LP066603079,6,66,3,SPV006,TMC066,1850100,138300,80200,33,8,,,,,,,,,,
80,LP066603080,6,66,3,SPV006,TMC066,2026500,258400,30500,76,6,,,,,,,,,,
81,LP066603081,6,66,3,SPV006,TMC066,763300,296600,99400,78,10,,,,,,,,,,
82,LP066603082,6,66,3,SPV006,TMC066,1798100,206300,96300,85,3,,,,,,,,,,
83,LP066603083,6,66,3,SPV006,TMC066,1951400,192800,48800,61,8,,,,,,,,,,
84,LP066603084,6,66,3,SPV006,TMC066,1849900,95900,73500,39,8,,,,,,,,,,
85,LP066603085,6,66,3,SPV006,TMC066,869400,144900,83300,74,10,,,,,,,,,,
86,LP066603086,6,66,3,SPV006,TMC066,2138100,198000,64000,89,13,,,,,,,,,,
87,LP066603087,6,66,3,SPV006,TMC066,2965600,185000,67500,74,4,,,,,,,,,,
88,LP066603088,6,66,3,SPV006,TMC066,1435900,161800,56700,88,15,,,,,,,,,,
89,LP066603089,6,66,3,SPV006,TMC066,2665100,171800,46500,92,3,,,,,,,,,,
90,LP066603090,6,66,3,SPV006,TMC066,1729600,184800,97800,65,12,,,,,,,,,,
91,LP066603091,6,66,3,SPV006,TMC066,1838000,166500,45600,57,9,,,,,,,,,,
92,LP066603092,6,66,3,SPV006,TMC066,1764000,190100,64500,83,14,,,,,,,,,,
93,LP066603093,6,66,3,SPV006,TMC066,2903200,126200,59600,57,6,,,,,,,,,,
94,LP066603094,6,66,3,SPV006,TMC066,1669400,223500,79200,75,4,,,,,,,,,,
95,LP066603095,6,66,3,SPV006,TMC066,2241800,195700,61000,81,4,,,,,,,,,,
96,LP066603096,6,66,3,SPV006,TMC066,1342700,205100,74300,56,14,,,,,,,,,,
97,LP066603097,6,66,3,SPV006,TMC066,2476300,184500,104800,55,10,,,,,,,,,,
98,LP066603098,6,66,3,SPV006,TMC066,2928300,139700,49200,57,5,,,,,,,,,,
99,LP066603099,6,66,3,SPV006,TMC066,2698400,108300,73200,30,14,,,,,,,,,,
100,LP066603100,6,66,3,SPV006,TMC066,1454700,245100,102300,47,15,,,,,,,,,,
101,LP066603101,6,66,3,SPV006,TMC066,1487400,174300,88900,30,12,,,,,,,,,,
102,LP066603102,6,66,3,SPV006,TMC066,1953800,115100,57700,92,11,,,,,,,,,,
103,LP066603103,6,66,3,SPV006,TMC066,1742700,122200,45500,99,6,,,,,,,,,,
104,LP066604104,6,66,4,SPV006,TMC066,2377400,213500,66600,79,8,,,,,,,,,,
105,LP066604105,6,66,4,SPV006,TMC066,2386500,84900,72600,79,3,,,,,,,,,,
106,LP066604106,6,66,4,SPV006,TMC066,2753400,79900,105100,77,10,,,,,,,,,,
107,LP066604107,6,66,4,SPV006,TMC066,1399000,259100,76000,96,11,,,,,,,,,,
108,LP066604108,6,66,4,SPV006,TMC066,1429700,280700,94200,68,4,,,,,,,,,,
109,LP066604109,6,66,4,SPV006,TMC066,2070000,174400,71000,42,11,,,,,,,,,,
110,LP066604110,6,66,4,SPV006,TMC066,1246900,95900,36300,49,12,,,,,,,,,,
111,LP066604111,6,66,4,SPV006,TMC066,2657000,148800,62100,46,7,,,,,,,,,,
112,LP066604112,6,66,4,SPV006,TMC066,2192900,238800,91700,65,15,,,,,,,,,,
113,LP066604113,6,66,4,SPV006,TMC066,918600,114400,89700,27,3,,,,,,,,,,
114,LP066604114,6,66,4,SPV006,TMC066,998100,162900,93800,58,5,,,,,,,,,,
115,LP066604115,6,66,4,SPV006,TMC066,1750300,123600,30700,96,8,,,,,,,,,,
116,LP066604116,6,66,4,SPV006,TMC066,2912500,254700,35700,86,12,,,,,,,,,,
117,LP066604117,6,66,4,SPV006,TMC066,1203200,302500,32700,57,10,,,,,,,,,,
118,LP066604118,6,66,4,SPV006,TMC066,2837000,284500,57100,62,4,,,,,,,,,,
119,LP066604119,6,66,4,SPV006,TMC066,803600,114300,74500,38,8,,,,,,,,,,
120,LP066604120,6,66,4,SPV006,TMC066,2353000,124800,53300,34,6,,,,,,,,,,
121,LP066604121,6,66,4,SPV006,TMC066,2712000,202600,63800,36,13,,,,,,,,,,
122,LP066604122,6,66,4,SPV006,TMC066,1119500,163500,35500,72,5,,,,,,,,,,
123,LP066604123,6,66,4,SPV006,TMC066,1316900,147700,36000,32,5,,,,,,,,,,
124,LP066604124,6,66,4,SPV006,TMC066,2504400,249000,70200,61,10,,,,,,,,,,
125,LP066604125,6,66,4,SPV006,TMC066,2607600,215900,52700,66,9,,,,,,,,,,
126,LP066604126,6,66,4,SPV006,TMC066,1634600,120900,39600,73,5,,,,,,,,,,
127,LP066604127,6,66,4,SPV006,TMC066,1502000,170500,37600,59,12,,,,,,,,,,
128,LP066604128,6,66,4,SPV006,TMC066,1817600,209100,81600,67,4,,,,,,,,,,
129,LP066604129,6,66,4,SPV006,TMC066,1186800,80600,95500,49,8,,,,,,,,,,
130,LP066604130,6,66,4,SPV006,TMC066,2939000,245900,75100,75,5,,,,,,,,,,
131,LP066604131,6,66,4,SPV006,TMC066,2679600,245800,92900,54,7,,,,,,,,,,
132,LP066604132,6,66,4,SPV006,TMC066,1889300,102400,100700,69,15,,,,,,,,,,
133,LP066604133,6,66,4,SPV006,TMC066,2330600,289500,64100,69,4,,,,,,,,,,
134,LP066604134,6,66,4,SPV006,TMC066,2509700,147700,48700,29,9,,,,,,,,,,
135,LP066604135,6,66,4,SPV006,TMC066,2973300,189300,91100,91,4,,,,,,,,,,
136,LP066604136,6,66,4,SPV006,TMC066,781800,173600,93200,41,6,,,,,,,,,,
137,LP066604137,6,66,4,SPV006,TMC066,1528900,133400,81900,60,15,,,,,,,,,,
138,LP066604138,6,66,4,SPV006,TMC066,2685900,168900,46500,39,11,,,,,,,,,,
139,LP066605139,6,66,5,SPV006,TMC066,2906100,94100,69900,51,7,,,,,,,,,,
140,LP066605140,6,66,5,SPV006,TMC066,2282700,172800,44600,69,6,,,,,,,,,,
141,LP066605141,6,66,5,SPV006,TMC066,1329000,141700,82700,91,12,,,,,,,,,,
142,LP066605142,6,66,5,SPV006,TMC066,2322000,238500,81500,74,15,,,,,,,,,,
143,LP066605143,6,66,5,SPV006,TMC066,2138600,248500,90500,74,10,,,,,,,,,,
144,LP066605144,6,66,5,SPV006,TMC066,1251400,202600,72400,56,14,,,,,,,,,,
145,LP066605145,6,66,5,SPV006,TMC066,1299000,270700,53800,55,13,,,,,,,,,,
146,LP066605146,6,66,5,SPV006,TMC066,2067400,195900,98400,28,3,,,,,,,,,,
147,LP066605147,6,66,5,SPV006,TMC066,1978600,241700,91100,29,14,,,,,,,,,,
148,LP066605148,6,66,5,SPV006,TMC066,1915800,198700,38600,88,3,,,,,,,,,,
149,LP066605149,6,66,5,SPV006,TMC066,784300,209500,58000,42,5,,,,,,,,,,
150,LP066605150,6,66,5,SPV006,TMC066,812800,140300,89200,32,13,,,,,,,,,,
151,LP066605151,6,66,5,SPV006,TMC066,1851100,143200,55900,25,7,,,,,,,,,,
152,LP066605152,6,66,5,SPV006,TMC066,2152100,165800,97400,84,4,,,,,,,,,,
153,LP066605153,6,66,5,SPV006,TMC066,2622900,304500,98900,80,11,,,,,,,,,,
154,LP066605154,6,66,5,SPV006,TMC066,2409300,297100,74000,66,9,,,,,,,,,,
155,LP066605155,6,66,5,SPV006,TMC066,884500,276000,88600,60,11,,,,,,,,,,
156,LP066605156,6,66,5,SPV006,TMC066,1539200,195100,97300,34,3,,,,,,,,,,
157,LP066605157,6,66,5,SPV006,TMC066,2426700,265500,102600,49,12,,,,,,,,,,
158,LP066605158,6,66,5,SPV006,TMC066,1504300,86000,36800,26,9,,,,,,,,,,
159,LP066605159,6,66,5,SPV006,TMC066,958700,93600,35600,68,10,,,,,,,,,,
160,LP066605160,6,66,5,SPV006,TMC066,2916900,88700,68100,53,3,,,,,,,,,,
161,LP066605161,6,66,5,SPV006,TMC066,1021200,122600,46000,29,3,,,,,,,,,,
162,LP066605162,6,66,5,SPV006,TMC066,1029000,102700,58800,82,8,,,,,,,,,,
163,LP066605163,6,66,5,SPV006,TMC066,2262500,99700,105800,75,14,,,,,,,,,,
164,LP066605164,6,66,5,SPV006,TMC066,770700,262800,65200,91,7,,,,,,,,,,
165,LP066605165,6,66,5,SPV006,TMC066,1618100,302300,97900,37,6,,,,,,,,,,
166,LP066605166,6,66,5,SPV006,TMC066,1363500,229000,62000,27,3,,,,,,,,,,
167,LP066605167,6,66,5,SPV006,TMC066,2118800,247400,80500,49,13,,,,,,,,,,
168,LP066605168,6,66,5,SPV006,TMC066,2340400,222300,45300,64,5,,,,,,,,,,
169,LP066605169,6,66,5,SPV006,TMC066,2584800,91200,51300,71,11,,,,,,,,,,
170,LP066605170,6,66,5,SPV006,TMC066,1080200,244500,38500,65,13,,,,,,,,,,
171,LP066605171,6,66,5,SPV006,TMC066,2866800,202400,61700,68,9,,,,,,,,,,
172,LP066605172,6,66,5,SPV006,TMC066,2587800,169400,37200,54,6,,,,,,,,,,
173,LP066605173,6,66,5,SPV006,TMC066,2322500,282400,73200,86,9,,,,,,,,,,
174,LP066606174,6,66,6,SPV006,TMC066,1407900,248100,32800,56,4,,,,,,,,,,
