NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
166,LP065505166,KHAFI,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Non-Coverage,KHAFI,KIOS,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
167,LP065505167,MARDIANA,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,MARIANA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
168,LP065505168,PITRI,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,ANDRE,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
169,LP065505169,PUTRA,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,PUTRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
170,LP065505170,RASYID,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,rasyid,TOKO BESAR,PEMUKIMAN [PMK],Permanen,PERTIGAAN,"PERUSAHAAN, KOMPETITOR & OUTLET",BIG
171,LP065505171,RIBUT,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,RIBUT,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
172,LP065505172,SAIT,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,SAIT,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
173,LP065505173,SALBIAH,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,SALBIAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
174,LP065505174,SHINTA,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSOREJO,Coverage,SHINTA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
175,LP065505175,SUBANDI,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,DIKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
176,LP065505176,TARA,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSOREJO,Coverage,TARA,TOKO BESAR,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,SMALL
177,LP065505177,TONO,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,PURWANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
178,LP065505178,WARSINEM,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,MAHESA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
179,LP065505179,YOGI,LPG,6,55,5,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,febri,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,SMALL
180,LP065506180,ABID,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,ADIB,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
181,LP065506181,AMEL,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,AMEL,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
182,LP065506182,ANI,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,ANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
183,LP065506183,DEALOVA,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,DEALOVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
184,LP065506184,DJINGGOLU,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,DJUGOKU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
185,LP065506185,HERI,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,heri,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,MEDIUM
186,LP065506186,ILHAM,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,CIK DUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
187,LP065506187,KASIH,LPG,6,55,6,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,KASIH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
188,LP065506188,MARI,LPG,6,55,6,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,mari,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,BELUM ADA,BIG
189,LP065506189,NARA,LPG,6,55,6,SPV006,TMC055,METRO,METRO TIMUR,YOSODADI,Coverage,ENDAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
190,LP065506190,SLAMET,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,slamet,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
191,LP065506191,VAVA,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,vava,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
192,LP065506192,WULAN,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,wulan,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
193,LP065506193,YADI,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,YADI,TOKO,PEMUKIMAN [PMK],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
194,LP065506194,ZAHIRA,LPG,6,55,6,SPV006,TMC055,METRO,METRO PUSAT,YOSOMULYO,Coverage,EKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
1,LP065601001,ABE,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,ABE,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,BELUM ADA,SMALL
2,LP065601002,ALDI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,ALDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
3,LP065601003,ARDI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,ARDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,SMALL
4,LP065601004,BAGAS,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,BAGAS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
5,LP065601005,BB CELL,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,BB CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
6,LP065601006,DEWI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,DEWI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
7,LP065601007,EFENDI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,EFENDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
8,LP065601008,FATIR,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,FATIR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
9,LP065601009,FEMI,LPG,6,56,1,SPV006,TMC056,METRO,METRO TIMUR,TEJOAGUNG,Coverage,FEMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
10,LP065601010,INDRI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,INDRI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
11,LP065601011,KOKOM,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,KOKOM,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
12,LP065601012,MILLENIUM,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,MILLENIUM,TOKO BESAR,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
13,LP065601013,MUJIEM,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,MUJIEM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
14,LP065601014,MUSTIASIH,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,MUSTIASIH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
15,LP065601015,NOVAL,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,NOVAL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
16,LP065601016,NUR,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,NUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
17,LP065601017,PANCA PUTRA,LPG,6,56,1,SPV006,TMC056,METRO,METRO TIMUR,TEJOAGUNG,Coverage,PANCA PUTRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
18,LP065601018,POINEM,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,POINEM,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
19,LP065601019,PULUNG,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,PULUNG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
20,LP065601020,PUTRI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,PUTRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
21,LP065601021,RAFI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RAFI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
22,LP065601022,RIDA,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
23,LP065601023,RIZKI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIFKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
24,LP065601024,ROSE,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,ROSE,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
25,LP065601025,ROSIDA,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,RAMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
26,LP065601026,SARMAN,LPG,6,56,1,SPV006,TMC056,METRO,METRO TIMUR,TEJOAGUNG,Coverage,SARMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
27,LP065601027,SUGENG,LPG,6,56,1,SPV006,TMC056,METRO,METRO TIMUR,TEJOAGUNG,Coverage,SUGENG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
28,LP065601028,TINI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,TINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
29,LP065601029,TJ 38,LPG,6,56,1,SPV006,TMC056,METRO,METRO TIMUR,TEJOAGUNG,Coverage,TJ 38,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
30,LP065601030,VICTORIA,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,VICTORIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
31,LP065601031,WALUYO,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,WALUYO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
32,LP065601032,WIWIK,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,WIWIK,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,PEREMPATAN,OUTLET,BIG
33,LP065601033,YANI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,YANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
34,LP065601034,YULI,LPG,6,56,1,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,YULI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
35,LP065602035,ARKA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,ARKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
36,LP065602036,BAROKAH JAYA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,BAROKAH JAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
37,LP065602037,BUDI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,BUDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
38,LP065602038,DARSONO,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,DARSONO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
39,LP065602039,DWI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,DWI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
40,LP065602040,DWI PUTRI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,DWI PUTRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
41,LP065602041,EFENDI CELL,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,EFENDI CELL,TOKO,PEMUKIMAN [PMK],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
42,LP065602042,HAJJIR,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,HAJJIR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
43,LP065602043,HAVIT,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,HAVIT,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
44,LP065602044,KIYA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,KIYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
45,LP065602045,LUSI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,LUSI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
46,LP065602046,METI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,METI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
47,LP065602047,NANA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,NANA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
48,LP065602048,PUPUS,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,PUPUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
49,LP065602049,PUTRO LEGOWO,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,PUTRO LEGOWO,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,SMALL
50,LP065602050,REGA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,REGA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
51,LP065602051,RIA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
52,LP065602052,RICI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,RIZA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
53,LP065602053,RIMA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIMA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
54,LP065602054,RIRIN,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIRIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
55,LP065602055,RIZKY,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIZKY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
56,LP065602056,SAS,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,SAS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
57,LP065602057,SRI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,SRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
58,LP065602058,SULISTIOWATI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,SULISTIOWATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
59,LP065602059,SYIFA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,SYIFA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
60,LP065602060,TEDI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,TEDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
61,LP065602061,TENDA BAMBU,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,RIA,RUMAH MAKAN,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
62,LP065602062,TIN,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,TIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
63,LP065602063,TINA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,TINA,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,MEDIUM
64,LP065602064,ULYA,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,AULIA,TOKO,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,MEDIUM
65,LP065602065,WINDI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,WINDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
66,LP065602066,YANTI,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
67,LP065602067,YUYUN,LPG,6,56,2,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANJAR REJO,Coverage,YUYUN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
68,LP065603068,ALI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ALI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
69,LP065603069,AMI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,AMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
70,LP065603070,ANDI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,ANDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
71,LP065603071,ANISA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ANISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
72,LP065603072,BAGAS,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,BAGAS,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
73,LP065603073,BELINE,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,BELINE,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
74,LP065603074,BENI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALE REJO,Coverage,BENI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
75,LP065603075,CAHAYA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,CAHAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
76,LP065603076,CICI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,PENDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
77,LP065603077,CINDY,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BUMI HARJO,Coverage,CINDY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
78,LP065603078,DIDIK,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,DIDIK,TOKO,PEMUKIMAN [PMK],Permanen,DALAM GEDUNG,BELUM ADA,TIDAK MENDUKUNG
79,LP065603079,DILLA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,DILLA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
80,LP065603080,FADLI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BALE REJO,Coverage,FADLI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
81,LP065603081,HURI,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,SUSI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
82,LP065603082,IDA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,IDA,TOKO,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,OUTLET,SMALL
83,LP065603083,IIS,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,IIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
84,LP065603084,INDAH,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BANAR JOYO,Coverage,INDAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
85,LP065603085,ITA,LPG,6,56,3,SPV006,TMC056,LAMPUNG TIMUR,BATANGHARI,BATANG HARJO,Coverage,ITA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
